Label,Color,Marker,Size,Width,Style,Alpha,SiO2(wt%),TiO2(wt%),Al2O3(wt%),Fe2O3(wt%),FeO(wt%),CaO(wt%),MgO(wt%),MnO(wt%),K2O(wt%),Na2O(wt%),P2O5(wt%),La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
OIB,red,o,10,1,-,0.6,47.23,2.31,12.64,,,11.63,11.23,0.16,0.5,1.68,0.27,14,36.6,,21.3,5.24,1.87,,0.82,,0.7,,,1.61,0.2,32.3,252,761,60.6,296,,97,18.8,9,455,20,152,17.1,,,174,3.7,0.87,,0.4,
OIB,red,o,10,1,-,0.6,45.43,1.82,8.61,,9.31,8.52,20.49,0.18,0.09,1.17,0.19,7.59,18.6,2.91,13.7,3.7,1.24,3.85,0.621,3.43,0.64,1.6,0.222,1.3,0.175,22.5,178,1532,,802,,102,14,0.531,211,18.1,102,8.71,,,62.9,2.57,0.664,0.91,0.526,0.152
OIB,red,o,10,1,-,0.6,48.5,3.11,13.89,,8.24,10.98,7.14,0.18,0.35,2.24,0.34,16.9,40.9,6.18,28.4,7.28,2.48,7.52,1.19,6.46,1.25,3.03,0.415,2.45,0.334,30.1,276,193,,102,,116,22,3.48,416,34.1,210,19.8,,,166,5.35,1.37,1.17,1.24,0.3
OIB,red,o,10,1,-,0.6,45.79,4.04,15.15,,10.35,9.82,6.26,0.2,0.78,2.21,0.39,,54,,,,,,,,,,,,,,314,113,,68,,110,26,10.2,547,30.4,226,24.6,,,267,,,2,,
OIB,red,o,10,1,-,0.6,,2.81,14.3,,,11.2,6.3,0.18,0.71,2.66,,19.9,46.1,,32,6.97,2.49,,0.92,5.7,,,,2.16,0.29,31,336,150,47,105,,,,,610,,225,,,,190,5.1,1.3,,1.2,0.2
OIB,red,o,10,1,-,0.6,47.02,2.74,12.19,,,11.24,10.76,0.19,0.18,1.39,0.29,14.3,35.9,,22.6,5.91,2.15,,0.86,,0.9,,,1.9,0.25,36.4,297,866,61,239,,116,21,0.5,355,27,182,16.1,,,161,4.2,1.02,,0.7,
OIB,red,o,10,1,-,0.6,47.5,3.31,14.55,,,11,5.91,19,0.67,2.56,0.4,21.8,53,,32,7.7,2.7,,1.07,,1,,,2.37,0.32,29.4,327,47,,65,,137,23.1,6.4,552,29.9,246,26.7,,,260,5.6,3,,1.9,
OIB,red,o,10,1,-,0.6,45.71,3.41,13.41,,,11.08,8.68,0.19,0.66,2.17,0.38,19.2,50,,30,7.48,2.59,,1.13,,1.1,,,2.16,0.3,30.7,250,373,56,172,,104,23,9.3,508,31,235,23.5,,,242,5.5,1.4,,1,
OIB,red,o,10,1,-,0.6,50.58,2.58,16.88,,,6.6,3.81,0.21,1.95,5.11,0.87,49.9,119,,62,13.5,4.56,,1.75,,,,,3.31,0.44,8.8,68,2.4,,8,,129,21.7,36,1265,43,495,63.6,,,639,10.1,,,3.9,
OIB,red,o,10,1,-,0.6,51.65,2.32,17.1,,,6.35,3.57,0.22,2.11,5.05,0.95,60.91,127.02,17.11,71.56,15.46,4.71,13.57,1.87,9.79,1.73,4.48,0.61,3.45,0.52,7.9,37.6,,,,,130,,35.92,1219,50.54,,64.05,,,675,10.69,3.53,,3.84,0.96
OIB,red,o,10,1,-,0.6,50.76,2.7,11.34,,,7.95,10.93,0.17,0.63,2.29,0.34,16.2,41.1,,27.5,7.22,2.44,,0.98,,,,,2.83,0.4,25.4,276,593,,441,,145,19.4,11.1,273,34.6,234,18.8,,,133,5.6,,,,
OIB,red,o,10,1,-,0.6,,,,,,,10.04,,0.38,,,8.39,21.2,3.17,15.78,4.43,1.58,5.1,0.79,4.55,0.82,2.37,0.33,1.83,0.27,,,,,,,,,5.76,303,22.1,126,9.5,,,78.69,,,,0.508,0.175
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,2,,20,300,200,40,100,300,,10,,500,60,200,,,,80,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,11.33,,0.09,,,8.35,20.73,3.1,15.97,4.47,1.68,5.11,0.85,4.63,0.94,2.49,0.37,2,0.32,,,,,,,,,0.87,282,21.7,109,9.5,,,56.02,,,,0.5349,0.1606
OIB,red,o,10,1,-,0.6,51.95,2.48,13.8,,10.69,10.82,13.34,0.17,0.38,2.37,0.2,9.08,23.1,3.53,16.8,4.88,1.72,5.61,0.86,5.08,0.95,2.53,0.36,2.15,0.29,,,,,,,,,5.3,245,26.1,111,9.2,,,75,3.42,0.58,,0.63,0.24
OIB,red,o,10,1,-,0.6,,,,,,,16.04,,0.31,,,6.71,17.36,2.67,12.81,3.66,1.31,4.53,0.69,4.02,0.73,1.99,0.26,1.6,0.21,,,,,,,,,4.49,223,18.9,104,7.9,,,58.4,,,,0.4616,0.1561
OIB,red,o,10,1,-,0.6,52.5,2.51,13.71,,11.46,9.89,6.22,0.18,0.38,2.47,0.22,8.49,22.3,3.53,16.6,4.82,1.71,5.38,0.83,5.05,0.96,2.55,0.37,2.17,0.31,,,,,,,,,4.8,,27.7,,8.3,,,67,3.34,0.52,,0.51,0.17
OIB,red,o,10,1,-,0.6,,,,,,,12.44,,0.29,,,6.92,18.52,2.63,13.24,3.88,1.45,4.46,0.71,4.27,0.8,2.2,0.29,1.81,0.23,,,,,,,,,3.82,290,19.4,113,7.6,,,56.39,,,,0.471,0.145
OIB,red,o,10,1,-,0.6,,,,,,,19.77,,0.13,,,5.75,14.87,2.19,11.37,3.11,1.17,3.78,0.59,3.5,0.69,1.88,0.26,1.48,0.2,,,,,,,,,1.02,208,16.2,83,6.1,,,40.16,,,,0.3857,0.1184
OIB,red,o,10,1,-,0.6,48.88,2.55,14.16,4.75,6.99,8.87,9.01,0.15,1.01,3.02,0.5,26.5,47.7,,31.5,7.87,2.68,,1.24,,,,,2.57,0.33,22.6,249,380,,312,,249,,14,464,46,203,21.6,,,250,4.69,,,1.18,
OIB,red,o,10,1,-,0.6,52.25,2.73,15.99,3.44,6.84,8.51,5.18,0.15,1.15,2.97,0.63,69.2,154,,93,21.9,7.37,,3.1,,,,,6.81,0.94,20.8,240,160,,123,,121,,23,547,75,275,26.2,,,926,5.99,,,1.8,
OIB,red,o,10,1,-,0.6,50.5,3.1,15.61,,,8.12,5.25,0.16,1.42,3.68,0.73,36.3,,,,11.3,,,,,,,,5.2,,,,,,120,,,,20,465,41,318,39,,,423,,,,,
OIB,red,o,10,1,-,0.6,45.64,1.84,12.49,,,9.93,11.36,0.17,0.67,2.25,0.32,20.3,35.3,,25.5,6.3,2,8.5,0.8,,0.6,,0.2,1.3,0.11,27,275,701,56.9,821,93,123,,13,478,24,110,31,,,384,2.5,1.8,,1.4,0.6
OIB,red,o,10,1,-,0.6,45.21,2.29,13.55,,,13.07,8.41,0.18,1.24,3.38,0.53,32.3,65.4,,33.9,7.15,2.4,6.62,,5.73,,2.78,,2.16,,26,296,263,,141,102,,,32,778,,128,,,,629,,,,,
OIB,red,o,10,1,-,0.6,48,1.71,12.9,4.02,7.99,10.1,9.97,0.17,0.38,2.53,0.25,,,,,,,,,,,,,,,,,450,,392,86,132,,12,370,74,82,33,,,224,,,,,
OIB,red,o,10,1,-,0.6,45.29,3.39,17.36,,,8.36,4.74,0.2,1.8,4.47,0.73,,,,,,,,,,,,,,,13,190,0,,10,21,115,,41,1179,33,264,69,,,,,,,,
OIB,red,o,10,1,-,0.6,45.4,3.38,17.22,,,8.49,5.15,0.19,1.62,4.29,0.61,,,,,,,,,,,,,,,15,197,5,,6,29,102,,38,1035,33,251,59,,,760,,,,,
OIB,red,o,10,1,-,0.6,46.19,3.05,17.83,,,8.33,4,0.19,1.89,5.19,0.83,,,,,,,,,,,,,,,9,141,4,,0,12,116,,45,1155,35,312,75,,,814,,,,,
OIB,red,o,10,1,-,0.6,46.49,3.06,17.69,,,8.01,4.25,0.2,1.9,5.15,0.81,,,,,,,,,,,,,,,12,139,0,,6,25,118,,46,1107,34,302,73,,,824,,,,,
OIB,red,o,10,1,-,0.6,48.16,2.52,18.17,,,7.71,3.28,0.21,0.2,5.58,0.87,,,,,,,,,,,,,,,17,85,5,,0,36,124,,53,1081,36,340,77,,,845,,,,,
OIB,red,o,10,1,-,0.6,46.74,3.02,13.22,,,9.28,11.75,0.18,0.35,2.31,0.25,15.7,35,,21,6.32,2.19,,0.9,,,,,2.41,0.35,,,485,66,489,71,,,10,390,35,148,,,0.2,153,4.3,0.9,,1,0.1
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,17.2,38.9,6.04,31.05,8.58,2.26,,,,,,,,,,,,,,,,,3.4,525,,192,,2.6,,,4.22,,2.04,1.46,0.29
OIB,red,o,10,1,-,0.6,46.04,3.92,14.56,,,9.75,6.18,0.19,0.47,2.73,0.45,19.9,49,,32,7.97,2.61,,1,,,,,2.98,0.41,,,148,47,100,69,,,10,496,33,221,,,0.2,217,6.1,1.4,,1.3,0.3
OIB,red,o,10,1,-,0.6,45.8,1.59,13.7,3.68,9.11,10.9,10.4,0.19,0.27,2.29,0.2,14,30,,16,3.7,1.25,3.3,0.6,,0.4,,,1.7,0.22,26,,572,71,,120,115,,40,319,18,69,16,,,160,1.9,4.2,,1.3,0.28
OIB,red,o,10,1,-,0.6,45.5,4.02,17.17,5.83,7.83,7.75,4.69,0.17,1.19,3.78,0.76,38.1,84.1,11.8,49.6,10.7,3.4,,,,,,,,,,,,,,,,,,,,352,,2.77,,,8.52,,2.41,,
OIB,red,o,10,1,-,0.6,45.91,2.44,15.64,3.34,9,11.17,5.62,0.19,1.01,3.86,0.59,37,70,,37,9,2.75,,1.2,,,,,1.9,0.32,18,285,38,42,80,70,126,,,950,,153,,,,620,3.4,2.3,,3.1,
OIB,red,o,10,1,-,0.6,48.33,2.72,14.85,3.88,8.34,10.92,7,0.17,0.23,2.43,0.34,16.7,42.7,,28.2,6.77,2.21,,1.02,,,,,1.94,0.28,28.4,289,212,43.8,88,,124,23,2.4,492,25.9,207,19.6,,,175,4.6,1.01,,1.06,
OIB,red,o,10,1,-,0.6,49.66,2.14,15.3,4.93,6.61,10.32,7.02,0.16,0.09,2.45,0.24,10.1,25.3,,19.3,5.11,1.79,,0.89,,,,,1.87,0.28,28.7,263,252,45.2,150,,114,19.3,0.5,387,24,151,9.6,,,71,3.48,0.53,,0.64,
OIB,red,o,10,1,-,0.6,50.28,1.86,12.38,0.59,9.89,8.96,11.92,0.16,0.44,2.15,0.22,8.81,23.5,,16,4.23,1.47,,0.63,,,,,1.48,0.23,23.9,239,547,53,427,,108,18.1,4.9,337,19.5,133,9,,,77,2.87,0.45,,0.51,
OIB,red,o,10,1,-,0.6,49.62,1.51,12.68,3.21,7.6,7.48,13.86,0.09,0.15,2.36,0.04,7,17.7,2.6,12.1,3.82,1.45,,0.55,3.7,0.57,,0.2,1.55,0.22,23.7,,780,61,,,,,,,16.4,,,,,,,0.3,,,
OIB,red,o,10,1,-,0.6,48.74,2.42,15.98,4.14,7.16,9.9,6.96,0.06,0.22,2.77,0.08,8.4,,3.9,19.3,5.3,2.03,,1,4.8,0.75,,0.27,1.81,0.25,,,,,,,,,,,22.4,,,,,,,,,,
OIB,red,o,10,1,-,0.6,46.51,2.98,15.48,3.41,8.68,8.85,8.17,0.17,1.22,3,0.59,,,,30.7,7.04,2.32,,,,,,,,,,,,,,,,,,,,292,,1.89,,,6.3,,,,
OIB,red,o,10,1,-,0.6,47.8,2.36,11.82,2.67,8.94,10.53,10.94,0.17,0.182,2.05,0.23,,,,,,,,,,,,,,,,249,960,72,478,115,109,,5,293,27,131,18,,,102,,,,,
OIB,red,o,10,1,-,0.6,45.95,4,14.9,,,9.12,7.48,0.17,1.07,3.39,0.52,33,96,,,,,,,,,,,,,,298,158,47,129,46,108,24,24,603,33,269,42,,,252,,,6,1,
OIB,red,o,10,1,-,0.6,47.7,2.87,13.12,,,9.96,10.66,,0.9,3.24,0.41,,,,,,,,,,,,,,,,,,,,,,,20,556,21,198,,,,234,,,,,
OIB,red,o,10,1,-,0.6,45.2,4.81,13.75,,,10.01,5.24,0.17,0.94,3.11,0.5,24.3,61,,39.1,9.58,3.14,,1.58,,,,,2.6,0.36,25.2,382,23,46,63,,,,18,575,,,,,,176,6.8,2,1.5,2.71,
OIB,red,o,10,1,-,0.6,45.6,4.22,14.47,,,9.93,5.13,0.15,1.05,3.24,0.5,24.6,62,,39.8,9.19,3.04,,1.52,,,,,2.39,0.34,24,278,51,38,65,,,,20,565,,,,,,182,6.8,2.2,,3.06,
OIB,red,o,10,1,-,0.6,47.3,2.8,12.85,,,11.95,5.95,0.15,0.36,2.25,0.3,14,34,,24,,2.1,,,5.4,,2.5,,2,,29,298,290,42,104,,,,9,383,27,172,15.9,,,90,,,,1.5,
OIB,red,o,10,1,-,0.6,48.9,3.23,13.6,,,10.8,7.5,0.17,0.64,2.52,0.38,19.2,45.5,,30,,2.5,,,6.3,,3.2,,2.42,,27.5,296,252,45,160,,,,9,423,31,215,21.5,,,137,,,,1.75,
OIB,red,o,10,1,-,0.6,47.9,3.01,12.4,,,10.87,8.5,0.17,0.72,2.29,0.44,,,,26.7,,,,,,,,,,,,298,403,55,223,71,118,,11,420,,,,,,230,,,,,
OIB,red,o,10,1,-,0.6,46.36,3.85,12.25,1.75,10.48,9.5,9.99,0.16,1.78,2.57,0.53,43.5,92,,50.4,9.4,3.35,,1.27,,,,,2.05,0.25,24,275,391,,257,71,122,23,30,670,34,289,63,,,249,7.5,,7,5,
OIB,red,o,10,1,-,0.6,48.9,3.78,14.44,1.34,8.95,9.9,7.57,0.12,1.16,2.72,0.41,36.7,85.3,,47.7,8.1,2.94,,0.88,,,,,1.94,0.18,,,34,,,,,,,,,,,,,,7.7,,,,
OIB,red,o,10,1,-,0.6,46.16,3.57,13.42,13.06,,10.75,7.75,0.18,1.27,2.85,0.7,24.94,63.49,,39.4,9.02,3.02,,1.11,,,,,2.2,0.31,,355,238,60,126,48,120,,26,794,33,247,29,,,250,5.61,2.15,,2.1,0.6
OIB,red,o,10,1,-,0.6,47.95,3.17,12.93,,,8.79,6.77,0.16,1.77,2.94,0.55,33.6,77,,40.5,9.21,2.86,,1.23,,,,,2.4,0.35,19,300,210,49,177,67,118,,41,577,34,315,35,,,386,7.19,,,4.38,
OIB,red,o,10,1,-,0.6,45.08,2.78,10.45,,,8.51,15.2,0.19,1.1,2.04,0.42,28.4,63.5,,33.4,6.98,2.17,,0.84,,,,,1.66,0.24,20,268,825,81,610,65,120,,28,455,26,215,30,,,342,4.72,,,4.3,
OIB,red,o,10,1,-,0.6,47.48,3.13,12.27,,,8.42,11.19,0.15,1.16,2.92,0.52,38,85.62,10,38.8,8.54,2.84,8.17,,5.37,1.03,2.3,,1.84,0.27,,,,,320,,,,21,574,25,328,35,,,210,,,1.9,4.6,
OIB,red,o,10,1,-,0.6,47.92,3.76,12.23,1.52,10.15,10.42,10,0.17,1.22,2.56,0.52,44.9,85.2,,43.9,9.2,3.02,,1.01,,,,,1.91,0.26,30,292,537,,234,79,112,24,29,605,31,276,59,,,254,7.1,,6,6,
OIB,red,o,10,1,-,0.6,47.8,2.89,12.59,12.9,,9.15,10.35,0.16,0.79,2.41,0.34,95.6,54,26.2,128,29,11.1,43.6,6.28,32,,16,0.35,10.4,1.59,25,272,540,58,328,,,,14.8,395,254,221,22,,,167,5.6,,,2.23,0.62
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,238,289,56,138,43,103,23,85,766,32,287,52,,,669,,,5,,1.64
OIB,red,o,10,1,-,0.6,48.4,2.59,15.55,,,8.47,5.43,0.16,2.59,3.22,0.71,54.2,118.5,,,9.3,2.79,,1,,,,,2.2,0.3,17,188,158,40,106,50,136,,85,1021,33,354,61,,,660,6.4,,,9.68,
OIB,red,o,10,1,-,0.6,45.6,3.16,15.3,,,9.03,7.13,0.17,1.7,2.83,0.56,46,96,,47,,2.7,,,6.2,,2.5,,2.15,,19,265,190,40,89,,,,44,706,31,280,51,,,550,,,,,
OIB,red,o,10,1,-,0.6,47.48,3.19,11.3,1.49,9.91,10.4,11.3,0.16,1.19,2.32,0.4,33.6,67.7,,43.3,7.2,2.46,,0.98,,,,,1.55,0.18,31,267,711,,296,82,108,20,29,504,27,221,43,,,262,6,,6,6,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,310,84,53,91,61,109,25,36,575,35,295,40,,,354,,,4,,1.08
OIB,red,o,10,1,-,0.6,47.38,3.85,14.18,,,10.9,5.71,0.16,1.81,2.75,0.48,34,77,,45,,2.96,9,,6.7,,2.7,,2.3,,24,340,112,40,84,,,,42,627,33,280,37,,,360,,,,4.4,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,329,620,83,366,60,107,21,50,533,26,210,33,,,439,,,5,,1
OIB,red,o,10,1,-,0.6,47.59,4.09,15.3,1.71,11.39,9.26,4.58,0.19,1.37,3.58,0.77,43.2,98.1,,77.4,14.2,4.8,,1.64,,,,,2.95,0.38,22,280,4,,0,14,154,26,21,873,45,394,60,,,263,11.3,,8,5,
OIB,red,o,10,1,-,0.6,46.28,1.77,14.1,1.74,10.35,10.58,10.39,0.16,0.4,2.58,0.24,,,,,,,,,,,,,,,,200,402,,277,,,,11,276,30,79,,,,207,,,,,
OIB,red,o,10,1,-,0.6,46.85,2.54,12.75,2.18,9.54,10.01,10.47,0.16,0.95,2.59,0.4,,,,29.58,6.61,,,,,,,,,,,261,426,,415,,,,30,394,36,172,,,,278,,,1.96,3.04,0.78
OIB,red,o,10,1,-,0.6,45.95,1.65,14.67,3.76,8.66,10.61,10.02,0.17,0.25,2.59,0.17,,,,11.37,3.08,,,,,,,,,,,238,349,,361,,,,3.41,254.7,37,72,,,,185,,,,,
OIB,red,o,10,1,-,0.6,45.1,1.88,10.43,3.47,8.92,8.59,15.74,0.19,0.57,1.8,0.31,,,,,,,,,,,,,,,,360,950,,740,150,115,,7,300,27,160,,,,235,,,,,
OIB,red,o,10,1,-,0.6,47.92,2.54,14.88,12.63,8.76,9.13,8.07,0.16,0.94,3.14,0.46,29.82,67.8,,,8.02,2.57,,,,,,,,,27.9,,,,79,,,,,,,273.56,,,,,6.41,,,,
OIB,red,o,10,1,-,0.6,45.84,2.05,11.01,,,8.33,16.03,0.18,0.64,1.98,0.26,17.3,39.2,5.13,22.3,5.04,1.74,5.23,2.69,4.46,0.8,1.98,,1.61,0.24,22.5,203.3,807,,540.7,73,103.8,,15.2,292,21.3,157.9,18.3,,0.098,141,4.19,,1.5,2.17,0.574
OIB,red,o,10,1,-,0.6,48.44,2.68,14.52,,,11.1,6.4,0.17,0.69,2.77,0.31,20.5,47.7,6.07,26.9,6.21,2.15,6.39,1.01,5.67,1.03,2.65,,2.12,0.32,31.8,300.7,122,,63.2,82.3,103.7,,13,358,28.9,202.9,24.2,,0.182,144,5,,1.8,2.6,0.667
OIB,red,o,10,1,-,0.6,48.95,2.69,14.45,,,11.63,6.7,0.17,0.76,2.67,0.31,21.1,50.1,6.38,27.2,6.04,2.02,5.84,0.9,4.88,0.86,2.36,,1.97,0.28,29.9,315.4,211,,83.7,110.6,104.1,,20.9,375,29,199.7,22.6,,,154.7,4.03,,2.21,2.25,0.66
OIB,red,o,10,1,-,0.6,47.05,2.53,13.74,,,9.31,10.28,0.18,0.78,2.77,0.33,20.7,47.5,6.01,26.7,5.85,2.06,6.32,0.96,5.41,1,2.45,,1.96,0.3,22.9,250.5,415,,257.8,69.5,107.9,,16.7,368,22.4,199.2,26.4,,0.341,150,5.39,,1.77,2.62,0.621
OIB,red,o,10,1,-,0.6,47.11,2.77,14.17,,,8.6,9.96,0.18,0.92,2.99,0.39,23.6,54.1,6.78,29.7,6.48,2.21,6.69,1,5.56,1.01,2.58,,2.03,0.31,22.2,244.6,371,,248.4,56,110.9,,16,384,22.5,234.9,31.2,,0.104,174,6.38,,1.89,2.86,0.671
OIB,red,o,10,1,-,0.6,47.4,3.13,14.4,,,10.03,6.9,0.18,0.99,2.97,0.43,25.1,59.4,7.68,32.9,7.33,2.39,7.25,1.12,6.25,1.16,3.04,,2.48,0.36,30,274.9,195,,131.5,90.9,118.8,,18.5,427,33.5,252.5,32.7,,0.073,211,5.97,,,3.32,0.449
OIB,red,o,10,1,-,0.6,48.92,2.8,14.35,,,11.35,7.32,0.16,0.78,2.69,0.33,21,49.5,6.36,28,6.33,2.08,6.24,0.96,5.24,0.95,2.54,,2.15,0.3,27.5,304.1,332,,112.5,104.2,97.7,,20,364,30.3,209.8,22.6,,,151.1,4.46,,2.14,2.34,0.66
OIB,red,o,10,1,-,0.6,46.77,2.16,11.49,,,9.3,14.33,0.2,0.61,2.08,0.26,,46.5,,28.1,6.73,2.3,4.83,,6.05,,2.65,,2.43,,,263,903,73,462,89,,,16,302,,159,,,0.9,123,,,,2.25,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,21.9,49,6.47,27.4,6.4,2.16,6.43,,5.78,1.12,2.88,,2.32,0.335,,,,,,,,,20.6,361,28.9,201,26.5,1.93,0.291,200,,,2.06,,0.629
OIB,red,o,10,1,-,0.6,48.27,2.74,14.12,4.01,7.39,11.04,7.89,0.16,0.66,2.93,0.14,20.1,42,,,,2.2,,0.87,,,,,,,33.5,,251,46,122,,,,14.6,423,,202,,,0.22,135,4.9,1.75,,2.39,0.6
OIB,red,o,10,1,-,0.6,48.96,2.69,14.68,,,11.86,6.74,0.17,0.81,2.64,0.34,,49.7,,28.6,6.79,2.25,6.61,,5.93,,2.91,,2.38,,,321,272,41,96,100,,,21,387,,193,,,1.2,181,,,,2.5,
OIB,red,o,10,1,-,0.6,47.28,2.75,14.55,2.45,9.7,10.03,8.74,0.18,0.84,2.78,0.44,,,,,,,,,,,,,,,,225,265,,230,180,90,,25,425,32,210,,,,410,,,,,
OIB,red,o,10,1,-,0.6,47.12,2.79,14.28,,,9.56,8.91,0.18,1,3,0.4,27,61,,33,7.3,2.4,7.1,,5.9,,2.8,,2.2,0.32,30,295,392,,199,63,112,,25,456,29,240,28,,0.25,211,,,,3,
OIB,red,o,10,1,-,0.6,49.1,2.62,14.91,6.55,4.81,11.21,6.84,0.17,0.74,2.57,0.27,,,,,,,,,,,,,,,,280,125,,100,95,150,,15,310,30,180,,,,190,,,,,
OIB,red,o,10,1,-,0.6,49.15,2.99,14.79,1.59,9.96,10.99,6.03,0.18,0.81,2.87,0.31,,,,,,,,,,,,,,,,295,5,,75,135,105,,15,340,42,205,,,,210,,,,,
OIB,red,o,10,1,-,0.6,45.8,1.86,13.82,4.86,6.55,13.32,11.22,0.15,0.5,1.65,0.17,12,27,,16,3.7,1.3,3.7,,3.2,,1.6,,1.2,0.18,46,379,466,,223,122,70,,12,359,17,104,13,,0.09,109,,,,4,
OIB,red,o,10,1,-,0.6,45.67,2.42,19.65,,,12.44,3.8,0.15,0.69,2.45,0.23,14,35,,20,,,,,,,,,,,31,393,27,,27,101,80,,18,532,23,144,18,,,164,,,,5,
OIB,red,o,10,1,-,0.6,45.98,2.49,18.76,8.1,3.5,12.38,4.11,0.16,0.69,2.41,0.26,21,34,,26,,,,,,,,,,,30,384,31,,31,89,84,,19,507,25,158,19,,,165,,,,5,
OIB,red,o,10,1,-,0.6,45.89,3.04,16.71,3.06,10.09,12.51,4.11,0.18,0.76,2.75,0.33,,,,,,,,,,,,,,,,380,5,,10,260,80,,17,460,30,155,,,,405,,,,,
OIB,red,o,10,1,-,0.6,46.35,2.69,17.87,1.49,11.34,10.7,4.03,0.21,0.79,2.89,0.19,,,,,,,,,,,,,,,,340,5,,20,300,80,,18,455,30,95,,,,360,,,,,
OIB,red,o,10,1,-,0.6,46.2,1.92,11.08,3.06,8.96,8.82,13.37,0.18,0.23,1.99,0.28,,,,,,,,,,,,,,,,225,600,,730,200,110,,5,270,30,155,,,,137,,,,,
OIB,red,o,10,1,-,0.6,48.45,2.17,14.71,4.42,7.4,11.06,6.57,0.17,0.48,2.48,0.37,,,,,,,,,,,,,,,,290,180,,150,250,90,,7,335,40,175,,,,180,,,,,
OIB,red,o,10,1,-,0.6,45.68,2.31,12.23,,,10.8,13.1,0.18,0.41,2.04,0.27,18,42,,23,5.4,1.8,5.5,,4.7,,2.3,,1.9,0.28,38,319,927,,432,100,98,,4,323,24,171,23,,0.05,145,,,,0,
OIB,red,o,10,1,-,0.6,45.42,3.32,14.4,4.34,10.42,11.85,5.4,0.23,0.91,3.1,0.41,22.9,56,,,,2.44,,0.9,,,,,,,37,,83,56.7,33,,,,26.2,455,,244,,,0.17,205,5.3,2.03,,2.74,0.61
OIB,red,o,10,1,-,0.6,48.4,2.37,15.57,3,8.96,11.34,5.19,0.18,0.49,2.73,0.4,,,,,,,,,,,,,,,,275,70,,70,170,100,,5,390,35,195,,,,205,,,,,
OIB,red,o,10,1,-,0.6,49.69,1.66,17.42,,,7.8,4.93,0.16,2.02,3.14,0.52,42,74,,30,,,,,,,,,,,18,146,103,,59,37,83,,54,436,32,220,57,,,761,,,9.8,6.9,
OIB,red,o,10,1,-,0.6,47.44,1.7,16.07,,,10.37,9.29,0.14,1.29,2.86,0.34,25,43,,18,,,,,,,,,,,29,213,364,,189,56,62,,30,482,24,143,36,,,378,,,6.2,4.4,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,42.6,82.4,,43.6,10.2,3.04,,,7.1,,2.94,,2.26,,,,,,90,,,,11,545,,360,,,,,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,36.5,8.1,,,,,,,,,,,,,,,,,,17,299,,,,,,,,,2.12,3.58,1.2
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,55.9,64.5,,33.8,7.9,2.37,,,,,,,2.15,,,,,,420,,,,20.1,440,,263,,,,,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,29.8,67.7,9.06,38.2,8.8,2.84,8.52,,6.82,1.15,3.06,,2.31,0.33,,,,,,,,,18,295,32,231,36.4,2.68,0.203,191,6.53,,2.43,3.4,0.74
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,27.5,54.1,,30.6,7.75,2.37,7.04,,6.26,,2.78,,2.16,,,,,,165,,,,8.1,430,,440,,,,,,,,,
OIB,red,o,10,1,-,0.6,46.6,3.54,12.41,,,10.98,10.13,0.19,0.92,2.43,0.45,29.2,62.19,8.14,34.7,8.35,2.55,7.92,1.14,6.14,1.11,2.78,0.37,2.14,0.32,21.5,336,579,,214,72,111,19,19.9,437,29.41,223,35.18,,0.12,178,5.97,2.52,2.02,2.77,0.73
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,39.5,75.4,,40.2,9.46,2.86,8.82,,7.38,,3.17,,2.49,,,,,,88,,,,10.2,505,,318,,,,,,,,,
OIB,red,o,10,1,-,0.6,46.05,2.83,11.76,,,9.28,13.75,0.16,1.19,2.66,0.35,26.43,56.59,7.15,28.34,6.13,1.92,5.84,0.85,4.73,0.85,2.09,0.27,1.54,0.22,20.8,231,594,,412,66,124,19,31,437,20.49,175,36.65,,0.36,288,4.47,2.4,2.38,2.91,0.7
