Label,Color,Marker,Size,Width,Style,Alpha,SiO2(wt%),TiO2(wt%),Al2O3(wt%),Fe2O3(wt%),FeO(wt%),CaO(wt%),MgO(wt%),MnO(wt%),K2O(wt%),Na2O(wt%),P2O5(wt%),La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
IAB,grey,o,10,1,-,0.6,49.9,1.04,16,2.4,8.01,11.79,6.8,0.2,0.21,2.68,0.15,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,27,0,0,0,5,351,18,62,0,0,0,68,0,0,5,0,0
IAB,grey,o,10,1,-,0.6,50.3,1.08,18.1,2.55,6.38,11.27,5,0.15,0.56,4.15,0.17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,35,0,76,24,7,590,16,50,3,0,0,175,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,47.97,0.76,22.1,0,0,12.46,3.55,0.16,0.51,2.32,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,18,0,14,62,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50,1.09,15.3,2.71,6.77,8.54,8.7,0.18,0.35,3.03,0.17,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,67,0,72,19,0,486,24,118,5,0,0,204,0,0,10,0,0
IAB,grey,o,10,1,-,0.6,49.02,1.08,15.81,0,0,10.08,8.95,0.18,0.48,3.95,0.28,10,22.6,0,13.1,3.04,1.06,3.06,0,2.84,0,1.59,0,1.49,0,0,0,494,0,159,0,69,21,5.2,534,12,80,2,0,0,161,0,0,7,1,0
IAB,grey,o,10,1,-,0.6,49.1,1.25,15.9,0,0,10.1,9.8,0.16,0.61,3.7,0.28,9.7,23.6,0,13.9,3.1,1.2,3,0,2.7,0,1.4,0,1.2,0,33,290,377,0,160,74,69,19,5.3,581.9,14,88,3.2,0,0.05,106,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.3,1.1,16.5,0,0,10.48,8.9,0.17,0.54,2.56,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.2,0.91,15.5,2.64,6.59,10.08,10.2,0.16,0.33,2.42,0.14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,88,0,59,23,0,475,15,56,0,0,0,120,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.44,1.19,19.01,5.03,5.66,10.92,4.36,0.17,0.7,2.34,0.18,4,21.4,0,16.2,4.8,1.45,0,0.83,0,0,0,0,2.83,0.49,34,391,20,0,20,62,84,18,11,387,27,72,0,0,0,79,2.11,0.23,0,0.71,0
IAB,grey,o,10,1,-,0.6,51.02,0.96,20.68,4,3.82,11.48,4.18,0.13,1.02,2.44,0.26,6,19.9,0,16.4,0,1.35,0,0.7,0,0,0,0,2.29,0.41,33,308,107,0,41,109,66,17,30,543,22,66,0,0,0,144,1.8,0.44,0,1.12,0
IAB,grey,o,10,1,-,0.6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,466,0,0,0,0,0,0,0,0,1.6,2.4,0.71
IAB,grey,o,10,1,-,0.6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,566,0,0,0,0,0,0,0,0,1.6,2,0.61
IAB,grey,o,10,1,-,0.6,48.8,0.18,11.94,4.41,4.79,11.44,10.39,0.18,1.52,2.81,0.4,14,29,3.1,15,3.2,1.1,1.9,0.36,2,0.33,0.8,0.11,1,0,34,240,220,41,110,91,0,0,22,773,14,54,0,1,0.9,620,0.8,0,7.5,1.23,0.41
IAB,grey,o,10,1,-,0.6,52,0.45,16.66,0,0,8.89,9.12,0.12,0.41,3.84,0.04,1.3,3.9,0,2.7,0.84,0.32,0,0.21,0,0,0,0,0.95,0.17,40,244,391,37,134,0,0,0,5,319,10,32,0,0,0.04,215,0.8,0.09,0.05,0.16,0.05
IAB,grey,o,10,1,-,0.6,50,1.28,17.4,0,0,10.17,8.07,0.22,0.29,2.32,0.18,3.9,12.2,0,8.8,2.9,1.04,0,0.64,0,0,0,0,2.4,0.41,37,279,204,34,87,0,0,0,4,210,27,86,2.3,0,0.02,30,2.3,0.05,0.8,0.24,0.05
IAB,grey,o,10,1,-,0.6,52,0.86,17.89,0,0,6.69,9.29,0.13,0.8,3.31,0.13,2.4,7.5,0,5.7,1.8,0.75,0,0.43,0,0,0,0,1.6,0.27,37,235,61,34,34,0,0,0,9,242,19,53,2.2,0,0.16,168,1.2,0.05,1.3,0.17,0.05
IAB,grey,o,10,1,-,0.6,52,1.29,17.21,0,0,8.74,5.07,0.21,0.5,2.98,0.26,6.1,16.2,0,0,0,1.3,0,0.65,0,0,0,0,0,0,31,375,52,32,7,0,0,0,4.2,334,28,82,2.3,0,0.05,78,0,0.07,1,0.81,0.22
IAB,grey,o,10,1,-,0.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,283,0,0,0,0,0,0,0,0,1.2,0.25,0.15
IAB,grey,o,10,1,-,0.6,51.4,0.75,17.5,2.7,7.74,11.5,5.53,0.19,0.55,1.99,0.14,3.34,7.79,1.2,6.61,1.76,0.67,2.25,0.37,2.41,0.5,1.45,0.23,1.48,0.22,40,550,35,35,16,110,92,36,9,270,17,43,0.37,0,0.27,134,0.94,0.029,1.5,0.371,0.18
IAB,grey,o,10,1,-,0.6,51.7,0.75,16.2,6.94,4.01,11.8,6.73,0.2,0.46,1.26,0.13,3.08,7.05,0,5.46,1.94,0.732,2.26,0.502,2.9,0,0,0.274,1.87,0.287,52,480,122,39.9,28,19,70,28,14,238,22,44,0,0,0.146,147,0,0.891,5,0.357,0
IAB,grey,o,10,1,-,0.6,47.1,0.84,19.2,4.51,5.48,7.54,6.01,0.2,0.89,3.44,0.08,1.24,4.3,0,4.83,2,0.7,2.8,0.54,3.82,0,0,0.44,2.69,0.39,40.8,410,45.7,29.6,37,0,120,32,0,170,20,0,0,0,0.14,302,1.21,0,10,0,0
IAB,grey,o,10,1,-,0.6,46.39,2.27,15.66,4.88,5.12,10.44,10.63,0.17,1.01,2.87,0.56,28,70.7,0,36.7,7.4,2.39,0,0.91,0,0,0,0,2.87,0.43,29,229,529,0,281,60,67,14,26,728,29,190,55,0,0,526,4.34,3.84,0,5.06,0
IAB,grey,o,10,1,-,0.6,51.55,0.78,15.27,4.83,3.26,12.22,9.07,0.16,0.47,2.25,0.13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,40,285,354,0,123,80,60,14,12,276,23,49,2,0,0,199,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.28,2.42,17.07,2.46,8.33,8.32,6.22,0.17,1.29,3.97,0.48,25,74,0,37.1,9.4,2.7,0,1.24,0,0,0,0,3.52,0.56,28,205,131,0,60,52,82,23,24,498,38,256,38,0,0,296,6.2,2.86,2,3.46,0
IAB,grey,o,10,1,-,0.6,48.91,0.83,18.92,3.67,6.45,12,5.92,0.17,0.63,2.3,0.2,4,17,0,0,0,0,0,0,0,0,0,0,0,0,30,338,42,0,27,100,77,15,19,549,19,41,0,0,0,193,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.34,0.98,18.3,3.39,6.65,11.71,6.33,0.18,0.57,2.36,0.19,7,15,0,0,0,0,0,0,0,0,0,0,0,0,34,315,90,0,36,73,71,21,6,423,31,44,0,0,0,93,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,737,0,0,0,0,0,0,0,0,2,3.9,1.1
IAB,grey,o,10,1,-,0.6,46.82,2.22,15.59,6.08,5.13,10.55,8.88,0.17,0.92,3.09,0.52,31,76.1,0,37.7,8.7,2.5,0,1.01,0,0,0,0,2.55,0.4,30,228,334,0,237,54,86,18,26,728,30,181,53,0,0,454,4.5,3.89,0,5,0
IAB,grey,o,10,1,-,0.6,47.28,1.91,16.5,4.15,5.87,9.42,9.45,0.18,0.58,4.03,0.62,32,66,0,0,0,0,0,0,0,0,0,0,0,0,26,209,455,0,201,61,66,15,2,665,28,189,58,0,0,571,0,0,3,0,0
IAB,grey,o,10,1,-,0.6,50.68,0.72,20.09,6.96,1.37,10.52,5.72,0.15,1.49,2.07,0.22,4,15,0,0,0,0,0,0,0,0,0,0,0,0,26,256,32,0,24,67,67,20,42,595,17,53,3,0,0,252,0,0,3,0,0
IAB,grey,o,10,1,-,0.6,49.32,1.78,15.73,4.97,6.73,11.18,6.08,0.21,0.24,3.49,0.15,5.56,9.71,2.58,8.41,2.98,1.41,4.31,0.981,6.24,1.39,4.12,0.537,4.08,0.584,46,300,207,41.4,44.6,73,83,18,3.43,172,41.1,128,4.68,0,0.037,45.6,2.73,0.27,1.16,0.444,0.106
IAB,grey,o,10,1,-,0.6,50.13,1.47,15.34,0,0,11.81,7.05,0.19,0.18,2.84,0.12,4.6,13.1,0,11.5,3.64,1.42,0,0.95,0,0,0,0,3.41,0.53,51,290,303,42,59,76,86,18,2.4,167,35,99,3.3,0,0,40,2.53,0.25,0,0.297,0.112
IAB,grey,o,10,1,-,0.6,52.55,0.89,19.69,2.89,4.99,9.95,5.1,0.13,1.4,2.18,0.23,8,10.8,0,12.7,4.3,1.3,0,0.8,0,0,0,0,3.02,0.56,32,317,31,0,23,135,72,18,45,544,35,38,2,0,0,263,1.21,0.43,8,0.44,0
IAB,grey,o,10,1,-,0.6,48.14,0.96,20.18,3.09,6.96,11.7,5.68,0.19,0.75,2.17,0.17,5,10,0,0,0,0,0,0,0,0,0,0,0,0,30,330,49,0,33,88,74,15,8,495,18,24,0,0,0,203,0,0,5,0,0
IAB,grey,o,10,1,-,0.6,51.73,1.07,16.89,2.81,5.83,9.57,8.12,0.17,0.78,2.81,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,315,0,116,60,63,19,11,340,25,97,0,0,0,100,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,51.84,0.32,16.79,0,0,12.16,6.79,0.18,0.16,1.19,0.02,1.07,2.37,0.364,1.83,0.687,0.279,1.03,0.189,1.26,0.291,0.892,0.128,0.885,0.138,46.8,273,0,76,24.7,0,0,11.8,2.51,133,8.31,11,0.59,0,0.086,44.1,0.36,0,0.89,0.164,0.081
IAB,grey,o,10,1,-,0.6,50.82,1,17.5,4.06,5.19,10.28,7.82,0.14,0.39,2.61,0.18,4,15,0,0,0,0,0,0,0,0,0,0,0,0,36,288,404,0,127,57,74,15,6,344,23,81,0,0,0,86,0,0,3,0,0
IAB,grey,o,10,1,-,0.6,48.88,1.09,17.75,2.99,6.92,11.92,7.37,0.18,0.6,2.09,0.2,8,19,0,0,0,0,0,0,0,0,0,0,0,0,35,339,180,0,80,90,72,16,15,427,20,45,0,0,0,117,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,52.36,1.07,19.33,4.37,5.97,10.14,3.46,0.18,0.54,2.38,0.21,5,13.3,0,11.7,0,1.24,0,0.7,0,0,0,0,2.57,0.46,35,322,22,0,13,89,87,18,7,296,26,69,0,0,0,83,2.1,0.14,0,0.52,0
IAB,grey,o,10,1,-,0.6,48.83,0.77,18.85,5.79,4.39,12.59,5.71,0.22,0.6,2.07,0.18,2,12,0,0,0,0,0,0,0,0,0,0,0,0,31,293,76,0,29,37,64,14,11,393,16,28,0,0,0,137,0,0,2,0,0
